stage,fold,epoch,train_loss,train_macro_f1,train_balanced_accuracy,train_per_class_recall,val_loss,val_macro_f1,val_balanced_accuracy,val_per_class_recall,test_loss,test_macro_f1,test_balanced_accuracy,test_per_class_recall,lr,epoch_sec,elapsed_min,eta_min,grad_norm_mean,grad_norm_max,prototype_alpha,prototype_initialized_count
stage2,4,1,1.046931529202477,0.33619232784104186,0.3535984848484848,"{""0"": 0.3977272727272727, ""1"": 0.26666666666666666, ""2"": 0.39, ""3"": 0.36}",0.9720365687420494,0.1556590656284761,0.34109730848861286,"{""0"": 0.19047619047619047, ""1"": 0.0, ""2"": 0.17391304347826086, ""3"": 1.0}",0.987500933027759,0.19049865229110513,0.3855218855218855,"{""0"": 0.48148148148148145, ""1"": 0.0, ""2"": 0.06060606060606061, ""3"": 1.0}",[0.0003],341.2307839393616,5.687179732322693,79.6205162525177,2.2265132069587708,5.065902233123779,0.12678369879722595,4
stage2,4,2,0.923306151978647,0.44257644155994974,0.5249242424242424,"{""0"": 0.38636363636363635, ""1"": 0.23333333333333334, ""2"": 0.64, ""3"": 0.84}",0.9569929085279766,0.2588340609982096,0.41149068322981364,"{""0"": 0.7619047619047619, ""1"": 0.0, ""2"": 0.21739130434782608, ""3"": 0.6666666666666666}",0.9933687399343117,0.27391259534116674,0.4099326599326599,"{""0"": 0.8518518518518519, ""1"": 0.0, ""2"": 0.12121212121212122, ""3"": 0.6666666666666666}",[0.0003],342.41519355773926,11.415085248152415,74.06164756218593,1.8144393920898438,3.2994072437286377,0.12677066028118134,4
stage2,4,3,0.8869866195685006,0.5452718762460338,0.597449494949495,"{""0"": 0.5909090909090909, ""1"": 0.3888888888888889, ""2"": 0.69, ""3"": 0.72}",0.9134573497270283,0.4038527691778466,0.5699650174912543,"{""0"": 0.6666666666666666, ""1"": 0.4827586206896552, ""2"": 0.13043478260869565, ""3"": 1.0}",0.9799350831926483,0.3883608753993671,0.5017106549364614,"{""0"": 0.6666666666666666, ""1"": 0.6129032258064516, ""2"": 0.06060606060606061, ""3"": 0.6666666666666666}",[0.0003],336.9230742454529,17.05278658469518,68.03793678283691,2.595484364032745,3.703132152557373,0.1266365647315979,4
stage2,4,4,0.7774234006900599,0.6233578971350711,0.6900757575757576,"{""0"": 0.6136363636363636, ""1"": 0.5666666666666667, ""2"": 0.66, ""3"": 0.92}",0.775144056269997,0.5229166666666667,0.6610444777611194,"{""0"": 0.6666666666666666, ""1"": 0.5862068965517241, ""2"": 0.391304347826087, ""3"": 1.0}",0.8982446636121297,0.4345642505108787,0.5019957640925383,"{""0"": 0.7777777777777778, ""1"": 0.5483870967741935, ""2"": 0.18181818181818182, ""3"": 0.5}",[0.0003],337.19505548477173,22.693729650974273,62.23085491458575,2.474456286430359,4.105510711669922,0.12652820348739624,4
stage2,4,5,0.7182741414989182,0.7175876347540515,0.753800505050505,"{""0"": 0.7840909090909091, ""1"": 0.7111111111111111, ""2"": 0.72, ""3"": 0.8}",0.7921121245936343,0.5669517517597435,0.6330941672021132,"{""0"": 0.7142857142857143, ""1"": 0.5862068965517241, ""2"": 0.5652173913043478, ""3"": 0.6666666666666666}",1.0120435301790531,0.46765928543485646,0.514975019007277,"{""0"": 0.7407407407407407, ""1"": 0.5161290322580645, ""2"": 0.30303030303030304, ""3"": 0.5}",[0.0003],340.22438073158264,28.385841198762257,56.59961626529694,2.783617889881134,4.184269905090332,0.12641315162181854,4
stage2,4,6,0.7553069028917319,0.7084003488289841,0.7483585858585858,"{""0"": 0.7045454545454546, ""1"": 0.6888888888888889, ""2"": 0.76, ""3"": 0.84}",0.712457581570274,0.609697217675941,0.6753409009780823,"{""0"": 0.5714285714285714, ""1"": 0.7241379310344828, ""2"": 0.7391304347826086, ""3"": 0.6666666666666666}",0.9452162243656277,0.5623883208989592,0.6122515477354187,"{""0"": 0.5555555555555556, ""1"": 0.7419354838709677, ""2"": 0.48484848484848486, ""3"": 0.6666666666666666}",[0.0003],336.29054141044617,34.01235223213832,50.856975734233856,3.435217356681824,5.1135993003845215,0.12614300847053528,4
stage2,4,7,0.659776248160762,0.7674813795817739,0.8000126262626263,"{""0"": 0.8522727272727273, ""1"": 0.7777777777777778, ""2"": 0.73, ""3"": 0.84}",0.7596727735117862,0.5872497600438776,0.6636146212607982,"{""0"": 0.42857142857142855, ""1"": 0.6896551724137931, ""2"": 0.8695652173913043, ""3"": 0.6666666666666666}",0.929235384943559,0.5580693250235637,0.6083957858151406,"{""0"": 0.48148148148148145, ""1"": 0.7096774193548387, ""2"": 0.5757575757575758, ""3"": 0.6666666666666666}",[0.0003],337.09868001937866,39.65373789469401,45.169099226452055,2.60265930891037,6.1936187744140625,0.1259143203496933,4
stage2,4,8,0.6179253370454996,0.7905551296980052,0.8333080808080807,"{""0"": 0.7954545454545454, ""1"": 0.7777777777777778, ""2"": 0.84, ""3"": 0.92}",0.736009020554392,0.6268713170887085,0.6893160562575854,"{""0"": 0.7142857142857143, ""1"": 0.7241379310344828, ""2"": 0.6521739130434783, ""3"": 0.6666666666666666}",0.8544419275731155,0.5723194482423359,0.624171825784729,"{""0"": 0.6296296296296297, ""1"": 0.8064516129032258, ""2"": 0.3939393939393939, ""3"": 0.6666666666666666}",[0.0003],342.24298667907715,45.36917331218719,39.5736351509889,2.5707796454429626,3.9890284538269043,0.1256750375032425,4
stage2,4,9,0.6365130466989951,0.8084818112267204,0.8504419191919192,"{""0"": 0.8295454545454546, ""1"": 0.8222222222222222, ""2"": 0.79, ""3"": 0.96}",0.8144970944053248,0.5829100145137882,0.5769972156778753,"{""0"": 0.7142857142857143, ""1"": 0.7241379310344828, ""2"": 0.8695652173913043, ""3"": 0.0}",0.9005339677186356,0.5661447550034506,0.5840528945367655,"{""0"": 0.5185185185185185, ""1"": 0.7419354838709677, ""2"": 0.5757575757575758, ""3"": 0.5}",[0.0003],337.93150663375854,51.02302446365356,33.90613558557298,3.2665341019630434,5.46496057510376,0.1254623979330063,4
stage2,4,10,0.6390258195770062,0.7917286963278725,0.8288383838383838,"{""0"": 0.8409090909090909, ""1"": 0.7444444444444445, ""2"": 0.81, ""3"": 0.92}",0.7878771894856503,0.5718877173510915,0.5661276504604841,"{""0"": 0.7142857142857143, ""1"": 0.7241379310344828, ""2"": 0.8260869565217391, ""3"": 0.0}",0.8453249949769875,0.5681089743589745,0.5869311393504941,"{""0"": 0.5925925925925926, ""1"": 0.7096774193548387, ""2"": 0.5454545454545454, ""3"": 0.5}",[0.0003],337.24999618530273,56.65461090405782,28.24001832405726,2.9851338386535646,4.201967239379883,0.12512940168380737,4
