stage,fold,epoch,train_loss,train_macro_f1,train_balanced_accuracy,train_per_class_recall,val_loss,val_macro_f1,val_balanced_accuracy,val_per_class_recall,test_loss,test_macro_f1,test_balanced_accuracy,test_per_class_recall,lr,epoch_sec,elapsed_min,eta_min,grad_norm_mean,grad_norm_max,prototype_alpha,prototype_initialized_count
stage3,0,1,0.7288678931408241,0.7514907487297479,0.8062242412348045,"{""0"": 0.8085106382978723, ""1"": 0.8, ""2"": 0.7216494845360825, ""3"": 0.8947368421052632}",0.8640595813850304,0.6750320924261874,0.7319753988551942,"{""0"": 0.8823529411764706, ""1"": 0.5217391304347826, ""2"": 0.6666666666666666, ""3"": 0.8571428571428571}",0.8557447740372192,0.6274263080324245,0.6792887931034483,"{""0"": 0.84, ""1"": 0.4375, ""2"": 0.6896551724137931, ""3"": 0.75}","[6e-06, 5.9999999999999995e-05]",435.3238277435303,7.255397129058838,718.284315776825,inf,inf,0.12389038503170013,4
stage3,0,2,0.7440403807358663,0.6953996486605183,0.7512586439777882,"{""0"": 0.7978723404255319, ""1"": 0.7578947368421053, ""2"": 0.6597938144329897, ""3"": 0.7894736842105263}",0.7957249647611148,0.7287757973733583,0.7690811107051516,"{""0"": 0.8235294117647058, ""1"": 0.6956521739130435, ""2"": 0.7, ""3"": 0.8571428571428571}",0.8445530064562534,0.6698689357030124,0.6941056034482758,"{""0"": 0.84, ""1"": 0.65625, ""2"": 0.6551724137931034, ""3"": 0.625}","[1.2e-05, 0.00011999999999999999]",472.9979102611542,15.191475383440654,741.796086037159,7.119206595420837,22.833955764770508,0.12376833707094193,4
stage3,0,3,0.7031720763347188,0.7158873832519942,0.780044966001316,"{""0"": 0.8191489361702128, ""1"": 0.7578947368421053, ""2"": 0.7010309278350515, ""3"": 0.8421052631578947}",0.9155812573123288,0.6923076923076923,0.7072859578614055,"{""0"": 0.8823529411764706, ""1"": 0.6086956521739131, ""2"": 0.7666666666666667, ""3"": 0.5714285714285714}",1.0380300841432937,0.6056803267593033,0.6097844827586206,"{""0"": 0.84, ""1"": 0.5, ""2"": 0.7241379310344828, ""3"": 0.375}","[1.8e-05, 0.00017999999999999998]",468.8706157207489,23.059652388095856,742.1536572853724,5.782431936264038,11.151260375976562,0.12359070777893066,4
stage3,0,4,0.6928410571129595,0.734195247947892,0.7983015088719826,"{""0"": 0.7978723404255319, ""1"": 0.7789473684210526, ""2"": 0.7216494845360825, ""3"": 0.8947368421052632}",0.8876953279817259,0.6707610538672232,0.7370478626233102,"{""0"": 0.8823529411764706, ""1"": 0.6086956521739131, ""2"": 0.6, ""3"": 0.8571428571428571}",0.9056187525708624,0.6212108135381673,0.679051724137931,"{""0"": 0.88, ""1"": 0.5, ""2"": 0.5862068965517241, ""3"": 0.75}","[2.4e-05, 0.00023999999999999998]",453.7598297595978,30.648182825247446,732.3808733940125,7.842468571662903,18.562274932861328,0.12335848808288574,4
stage3,0,5,0.6978489293426764,0.7328378994825706,0.7852555962180072,"{""0"": 0.8404255319148937, ""1"": 0.7368421052631579, ""2"": 0.7216494845360825, ""3"": 0.8421052631578947}",0.8522150872589705,0.7023741969478954,0.7148946535135794,"{""0"": 0.8823529411764706, ""1"": 0.7391304347826086, ""2"": 0.6666666666666666, ""3"": 0.5714285714285714}",0.9835292379906837,0.6880144365438483,0.6819181034482759,"{""0"": 0.76, ""1"": 0.8125, ""2"": 0.6551724137931034, ""3"": 0.5}","[3e-05, 0.0003]",467.9496901035309,38.47323468923569,727.9855933030447,7.470137429237366,14.15389347076416,0.12308510392904282,4
stage3,0,6,0.7944157700069615,0.6930329649973995,0.7191913623717112,"{""0"": 0.7978723404255319, ""1"": 0.7473684210526316, ""2"": 0.7525773195876289, ""3"": 0.5789473684210527}",0.6695576310157776,0.724695886056605,0.7583668249908659,"{""0"": 0.8235294117647058, ""1"": 0.6956521739130435, ""2"": 0.8, ""3"": 0.7142857142857143}",0.7556892531983396,0.6269872466806429,0.6576724137931035,"{""0"": 0.76, ""1"": 0.625, ""2"": 0.6206896551724138, ""3"": 0.625}","[2.999179886011389e-05, 0.0002999179886011389]",459.14543890953064,46.15154935916265,720.1567982633909,inf,inf,0.12280330061912537,4
stage3,0,7,0.7539746620615975,0.7339446142446976,0.777115826416227,"{""0"": 0.8297872340425532, ""1"": 0.7789473684210526, ""2"": 0.7628865979381443, ""3"": 0.7368421052631579}",1.0712662501768633,0.6472897981222065,0.7089361831689197,"{""0"": 0.8235294117647058, ""1"": 0.5217391304347826, ""2"": 0.6333333333333333, ""3"": 0.8571428571428571}",1.1572745607254353,0.589556342780027,0.6428556034482759,"{""0"": 0.76, ""1"": 0.40625, ""2"": 0.6551724137931034, ""3"": 0.75}","[2.9967204408281618e-05, 0.00029967204408281613]",460.8552215099335,53.85712322394053,712.7569896732058,9.48868761062622,15.481222152709961,0.12253624200820923,4
stage3,0,8,0.7213286804371193,0.7595273661273305,0.8164547280682514,"{""0"": 0.8404255319148937, ""1"": 0.7368421052631579, ""2"": 0.7938144329896907, ""3"": 0.8947368421052632}",0.7812966526328743,0.7353518362769834,0.7793752283522105,"{""0"": 0.7647058823529411, ""1"": 0.6956521739130435, ""2"": 0.8, ""3"": 0.8571428571428571}",0.8587119832951972,0.6618727598566309,0.6869719827586207,"{""0"": 0.68, ""1"": 0.71875, ""2"": 0.7241379310344828, ""3"": 0.625}","[2.9926243538175172e-05, 0.0002992624353817517]",450.0107297897339,61.382176319758095,703.2083755612373,7.859681534767151,16.335878372192383,0.12225481867790222,4
stage3,0,9,0.7418203650927935,0.7233093799621579,0.7742094873067731,"{""0"": 0.7872340425531915, ""1"": 0.7263157894736842, ""2"": 0.7938144329896907, ""3"": 0.7894736842105263}",0.747879128951531,0.6052453597131578,0.6864663256606991,"{""0"": 0.7647058823529411, ""1"": 0.34782608695652173, ""2"": 0.6333333333333333, ""3"": 1.0}",0.8494620513408742,0.5086734071627218,0.5687068965517241,"{""0"": 0.68, ""1"": 0.375, ""2"": 0.3448275862068966, ""3"": 0.875}","[2.9868961039904628e-05, 0.00029868961039904624]",447.4073805809021,68.89372836748758,693.6762567378856,6.101704502105713,10.858936309814453,0.12190864235162735,4
stage3,0,10,0.7224151578105864,0.6785869827291348,0.7613999492040037,"{""0"": 0.7340425531914894, ""1"": 0.6631578947368421, ""2"": 0.7010309278350515, ""3"": 0.9473684210526315}",1.0451131130193736,0.6570833333333332,0.7338509316770186,"{""0"": 1.0, ""1"": 0.4782608695652174, ""2"": 0.6, ""3"": 0.8571428571428571}",1.0930095276934035,0.6358776844070961,0.6884806034482758,"{""0"": 0.88, ""1"": 0.46875, ""2"": 0.6551724137931034, ""3"": 0.75}","[2.9795419551040836e-05, 0.00029795419551040833]",438.82259941101074,76.2327610095342,683.2714865684509,7.78999080657959,12.735794067382812,0.12159214168787003,4
