level,entropy_quartile,entropy_lower,entropy_upper,n,mean_entropy,accuracy
patient,1,0.21185176302327058,0.8847395332691879,66,0.6636410672138614,0.8636363636363636
patient,2,0.8847395332691879,1.0538429390520254,66,0.9705002092741228,0.7727272727272727
patient,3,1.0538429390520254,1.1709687868471823,66,1.113316575961151,0.7727272727272727
patient,4,1.1709687868471823,1.360101102212948,67,1.253501692897294,0.6119402985074627
