level,entropy_quartile,entropy_lower,entropy_upper,n,mean_entropy,accuracy
eye,1,0.2118517607450485,0.7892795503139496,119,0.6177975276187688,0.8571428571428571
eye,2,0.7892795503139496,1.0079664587974548,119,0.9171446531760592,0.7647058823529411
eye,3,1.0079664587974548,1.1488659381866455,119,1.0719042715906095,0.7142857142857143
eye,4,1.1488659381866455,1.3703670501708984,119,1.2311221381195454,0.5378151260504201
