run_name,task,epoch,train_loss,val_loss,val_dice,val_iou,epoch_sec,eta_min
fold1_cc,cc,1,0.7195745152751292,0.7410740722780642,5.75878916312759e-11,5.75878916312759e-11,398.5713996887207,391.92854302724203
fold1_cc,cc,2,0.6817378587923025,0.6729333115660626,0.6417944331963857,0.4731159706910451,397.07326436042786,384.56158762375514
fold1_cc,cc,3,0.6671012236377386,0.659373208232548,0.6339920957883199,0.46450405319531757,398.08662700653076,378.01490883429847
fold1_cc,cc,4,0.6554515045771762,0.6466700512429943,0.6544109582901001,0.4867218534151713,408.0167679786682,373.7412137746811
fold1_cc,cc,5,0.6446436549734882,0.641351940839187,0.6006596783796946,0.42979882657527924,400.2593057155609,367.0346835374832
fold1_cc,cc,6,0.6337660111467357,0.6274257276369177,0.6061452825864156,0.43530075748761493,404.57365012168884,360.9871522307396
fold1_cc,cc,7,0.6226131349723796,0.6163029411564702,0.6041216651598612,0.433162455757459,431.5432617664337,358.1442539567039
fold1_cc,cc,8,0.6104519104394387,0.5981840828190679,0.6559335788091024,0.4884644995133082,408.5414171218872,351.72211682399114
fold1_cc,cc,9,0.5973658779161809,0.5948267708653989,0.6728701293468475,0.5076999962329865,417.15125584602356,346.0271563516723
fold1_cc,cc,10,0.5838400821673275,0.5786728236986243,0.7262255052725474,0.5706004103024801,410.15552711486816,339.49770639340085
fold1_cc,cc,11,0.5657605613310506,0.5585260494895603,0.7451861004034678,0.5942786832650503,400.2378261089325,332.1762194525112
fold1_cc,cc,12,0.5477438051243779,0.5395107761673306,0.6776180664698283,0.5129686146974564,405.20232486724854,325.2941751797994
fold1_cc,cc,13,0.5272379857035759,0.524493738361027,0.7504820128281912,0.6011983454227448,434.63404512405396,320.2053764392168
fold1_cc,cc,14,0.5040729691976011,0.5122606521067412,0.7581922312577566,0.611034482717514,406.58094239234924,313.2724646426383
fold1_cc,cc,15,0.48169130916044783,0.48801391280215717,0.7488280932108561,0.5990319550037384,396.44888257980347,305.8538248896599
fold1_cc,cc,16,0.4568251854791416,0.46916669866313104,0.7344238460063934,0.5809976955254873,420.6447443962097,299.6455569336812
fold1_cc,cc,17,0.4260718856896628,0.4469585366871046,0.7676334579785665,0.6234320302804311,416.3361678123474,293.1612437549759
fold1_cc,cc,18,0.39911852945180076,0.43430903683538025,0.670229951540629,0.5046829034884771,414.8249623775482,286.56764781475067
fold1_cc,cc,19,0.3744854219160055,0.40113590852074,0.7573260366916656,0.6098756293455759,397.42235374450684,279.31446822024225
fold1_cc,cc,20,0.3423617387537568,0.3756883144378662,0.7580388188362122,0.6109174291292826,452.5043649673462,273.96030303637184
