layer,path,height,width,mean,std,min,max,zero_variance,readable
sup,J:\Rasta dataset\2_ORNET\2BLKA76\sup OD.bmp,1024,1024,122.8262710571289,64.14068603515625,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2BLKA76\sup OS.bmp,1024,1024,116.63017272949219,66.21870422363281,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2BOST74\sup OD.bmp,1024,1024,106.44467163085938,69.12788391113281,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2BOST74\sup OS.bmp,1024,1024,103.83076477050781,65.6709976196289,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2BOSY62\sup OD.bmp,1024,1024,90.11615753173828,61.32986831665039,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2BOSY62\sup OS.bmp,1024,1024,95.92289733886719,67.26532745361328,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2BREM76\sup OD.bmp,1024,1024,115.72190856933594,67.97256469726562,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2BREM76\sup OS.bmp,1024,1024,121.62342071533203,69.62091064453125,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2CEGA77\sup OD.bmp,1024,1024,111.1694564819336,66.68190002441406,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2CEGA77\sup OS.bmp,1024,1024,112.46257781982422,58.53446960449219,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2CHEL66\sup OD.bmp,1024,1024,105.4708251953125,74.68878173828125,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2CHEL66\sup OS.bmp,1024,1024,126.9548110961914,66.2611312866211,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2CHEM73\sup OD.bmp,1024,1024,106.7640609741211,71.73157501220703,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2CHEM73\sup OS.bmp,1024,1024,114.12840270996094,73.33116149902344,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2DBEV56\sup OD.bmp,1024,1024,110.79230499267578,69.10896301269531,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2DBEV56\sup OS.bmp,1024,1024,111.52548217773438,69.6308364868164,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2DEFR51\sup OD.bmp,1024,1024,94.37435913085938,64.414794921875,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2DEFR51\sup OS.bmp,1024,1024,108.17797088623047,68.22288513183594,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2DELA73\sup OD.bmp,1024,1024,110.05812072753906,73.82573699951172,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2DELA73\sup OS.bmp,1024,1024,112.89794921875,74.66184997558594,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2DEMA64\sup OD.bmp,1024,1024,98.19607543945312,77.79659271240234,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2DEMA64\sup OS.bmp,1024,1024,105.2359390258789,75.94682312011719,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2DEPA68\sup OD.bmp,1024,1024,121.5561752319336,68.41741180419922,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2DEPA68\sup OS.bmp,1024,1024,117.39665222167969,65.36174774169922,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2DUAU81\sup OD.bmp,1024,1024,116.06259155273438,72.00269317626953,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2DUAU81\sup OS.bmp,1024,1024,114.0540771484375,69.79643249511719,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2FAVI93\sup OD.bmp,1024,1024,108.0224609375,72.28900909423828,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2FAVI93\sup OS.bmp,1024,1024,121.23038482666016,71.9195785522461,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2FILA66\sup OS.bmp,1024,1024,116.61547088623047,63.31748962402344,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2FIMC65\sup OD.bmp,1024,1024,104.4515609741211,63.602989196777344,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2FIMC65\sup OS.bmp,1024,1024,104.86552429199219,64.73151397705078,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2FLBE48\sup OD.bmp,1024,1024,86.5550537109375,73.13096618652344,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2FLBE48\sup OS.bmp,1024,1024,79.79267120361328,70.30437469482422,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2FOAL53\sup OD.bmp,1024,1024,96.79235076904297,64.42466735839844,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2FOAL53\sup OS.bmp,1024,1024,90.88274383544922,66.06596374511719,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2FRPA55\sup OD.bmp,1024,1024,90.55603790283203,65.46676635742188,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2FRPA55\sup OS.bmp,1024,1024,101.90162658691406,71.57429504394531,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2GECA65\sup OD.bmp,1024,1024,106.11766815185547,70.14315032958984,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2GECA65\sup OS.bmp,1024,1024,102.00752258300781,69.23670196533203,0.0,255.0,False,True
sup,J:\Rasta dataset\2_ORNET\2GELA65\sup OD.bmp,1024,1024,98.77031707763672,69.25950622558594,0.0,255.0,False,True
