output_dir,selected_mask_source,head,prototype_logits,tau_proto,prototype_ema,uncertainty,calibration,preflight_operational_mask_source,preflight_warnings,smoke_device,h_shape,logits_shape,prototype_initialized_after_update,temperature_smoke,smoke_test_passed
outputs\phase9_classifier_head,unetpp_student,FC(512->256)->GELU->Dropout(0.3)->FC(256->128)->GELU->Dropout(0.3)->FC(128->N_classes),standard_logits + softplus(alpha) * (-||z-P_k||^2 / tau_proto),0.1,0.9,MC Dropout with 30 passes; entropy and epistemic variance helpers defined,post-hoc scalar temperature scaling helper defined,unetpp_student,[],cuda,"[4, 512]","[4, 4]","[True, True, True, True]","{'temperature': 0.4596335291862488, 'val_nll': 1.3590519428253174}",True
