run_name,task,epoch,train_loss,val_loss,val_dice,val_f1,val_iou,val_pixel_accuracy,val_balanced_accuracy,val_precision,val_recall,val_sensitivity,val_specificity,val_fpr,val_fnr,val_pred_positive_rate,val_target_positive_rate,epoch_sec,eta_min
fold2_cc,cc,1,0.7350780566533407,0.7626411581039428,1.1598506009791176e-11,1.1598506009791176e-11,1.1598506009791176e-11,0.9770891666412354,0.5,1.0,1.1598506009791176e-11,1.1598506009791176e-11,1.0,2.7196216741305623e-13,1.0,2.6573128463283635e-13,0.022910820320248604,81.39900779724121,80.04235766728719
fold2_cc,cc,2,0.6979924925168355,0.744358876546224,0.38412851095199585,0.38412851095199585,0.23772218823432922,0.9819262623786926,0.6225988864898682,0.8758000135421753,0.24601590633392334,0.24601590633392334,0.9991819262504578,0.0008180622244253755,0.7539840936660767,0.00643574632704258,0.022910820320248604,83.14191579818726,79.52811307112376
fold2_cc,cc,3,0.6841459727287292,0.6830716363588969,0.6618493795394897,0.6618493795394897,0.4946000874042511,0.9816825985908508,0.8843892216682434,0.5734748840332031,0.7824236154556274,0.7824236154556274,0.9863548278808594,0.013645158149302006,0.21757636964321136,0.03125850483775139,0.022910820320248604,83.22516202926636,78.45926044782003
fold2_cc,cc,4,0.6748340050379436,0.6732541839281718,0.5725058913230896,0.5725058913230896,0.40105655789375305,0.9699630737304688,0.925000786781311,0.4247537851333618,0.8778793215751648,0.8778793215751648,0.9721222519874573,0.027877753600478172,0.12212067097425461,0.047351986169815063,0.022910820320248604,81.4996247291565,76.82866574923197
fold2_cc,cc,5,0.6654696393013001,0.6669826650619507,0.5613341331481934,0.5613341331481934,0.3901768922805786,0.9676235914230347,0.9366365671157837,0.4070098400115967,0.9041615724563599,0.9041615724563599,0.9691116213798523,0.030888374894857407,0.09583845734596252,0.05089578032493591,0.022910820320248604,81.81074047088623,75.36401598453521
fold2_cc,cc,6,0.657813347975413,0.657598906358083,0.6137624979019165,0.6137624979019165,0.44275417923927307,0.9745844006538391,0.9290872812271118,0.4708014130592346,0.8814052939414978,0.8814052939414978,0.9767692685127258,0.023230737075209618,0.11859472841024399,0.0428922176361084,0.022910820320248604,82.7618625164032,74.07574700117111
fold2_cc,cc,7,0.6500209212303162,0.6503055294354757,0.6573448181152344,0.6573448181152344,0.4895857274532318,0.9800084829330444,0.9101669192314148,0.5411960482597351,0.8369714021682739,0.8369714021682739,0.9833624362945557,0.016637558117508888,0.16302859783172607,0.03543207794427872,0.022910820320248604,82.96241998672485,72.78675920565924
fold2_cc,cc,8,0.6424461237589518,0.643545286655426,0.6288600564002991,0.6288600564002991,0.45864027738571167,0.9762545228004456,0.9283108711242676,0.48983830213546753,0.8780649304389954,0.8780649304389954,0.9785568714141846,0.02144312858581543,0.12193509191274643,0.04106903821229935,0.022910820320248604,83.8088641166687,71.56603972315789
fold2_cc,cc,9,0.6340302197138469,0.6374023739496867,0.5832316875457764,0.5832316875457764,0.4116634130477905,0.9702211022377014,0.9405539035797119,0.429254949092865,0.909462034702301,0.909462034702301,0.9716457724571228,0.028354231268167496,0.09053793549537659,0.04854113608598709,0.022910820320248604,81.45699667930603,70.08406722280714
fold2_cc,cc,10,0.6252120447158813,0.6273869411150614,0.6667119264602661,0.6667119264602661,0.500050961971283,0.9804397821426392,0.9186673164367676,0.5468252301216125,0.8539283871650696,0.8539283871650696,0.9834062457084656,0.016593771055340767,0.14607158303260803,0.03577779605984688,0.022910820320248604,82.18567180633545,68.68768882751465
